"parents","n","labels","id"
"Réunion",43,"Mystery","Réunion  -  Mystery"
"Réunion",7,"Reality TV","Réunion  -  Reality TV"
"Réunion",75,"Romance","Réunion  -  Romance"
"Réunion",51,"Sci Fi","Réunion  -  Sci Fi"
"Réunion",5,"Sport","Réunion  -  Sport"
"Réunion",68,"Thriller","Réunion  -  Thriller"
"Réunion",3,"War","Réunion  -  War"
"Réunion",4,"Western","Réunion  -  Western"
"Romania",169,"Action","Romania  -  Action"
"Romania",2,"Adult","Romania  -  Adult"
"Romania",100,"Adventure","Romania  -  Adventure"
"Romania",25,"Animation","Romania  -  Animation"
"Romania",14,"Biography","Romania  -  Biography"
"Romania",160,"Comedy","Romania  -  Comedy"
"Romania",139,"Crime","Romania  -  Crime"
"Romania",13,"Documentary","Romania  -  Documentary"
"Romania",357,"Drama","Romania  -  Drama"
"Romania",25,"Family","Romania  -  Family"
"Romania",51,"Fantasy","Romania  -  Fantasy"
"Romania",10,"Game Show","Romania  -  Game Show"
"Romania",7,"History","Romania  -  History"
"Romania",28,"Horror","Romania  -  Horror"
"Romania",2,"Music","Romania  -  Music"
"Romania",2,"Musical","Romania  -  Musical"
"Romania",68,"Mystery","Romania  -  Mystery"
"Romania",14,"Reality TV","Romania  -  Reality TV"
"Romania",104,"Romance","Romania  -  Romance"
"Romania",23,"Sci Fi","Romania  -  Sci Fi"
"Romania",8,"Sport","Romania  -  Sport"
"Romania",82,"Thriller","Romania  -  Thriller"
"Romania",4,"War","Romania  -  War"
"Romania",8,"Western","Romania  -  Western"
"Russia",249,"Action","Russia  -  Action"
"Russia",134,"Adventure","Russia  -  Adventure"
"Russia",59,"Animation","Russia  -  Animation"
"Russia",19,"Biography","Russia  -  Biography"
"Russia",185,"Comedy","Russia  -  Comedy"
"Russia",201,"Crime","Russia  -  Crime"
"Russia",11,"Documentary","Russia  -  Documentary"
"Russia",343,"Drama","Russia  -  Drama"
"Russia",30,"Family","Russia  -  Family"
"Russia",50,"Fantasy","Russia  -  Fantasy"
"Russia",2,"Game Show","Russia  -  Game Show"
"Russia",6,"History","Russia  -  History"
"Russia",39,"Horror","Russia  -  Horror"
"Russia",2,"Music","Russia  -  Music"
"Russia",2,"Musical","Russia  -  Musical"
"Russia",47,"Mystery","Russia  -  Mystery"
"Russia",73,"Romance","Russia  -  Romance"
"Russia",22,"Sci Fi","Russia  -  Sci Fi"
"Russia",6,"Sport","Russia  -  Sport"
"Russia",66,"Thriller","Russia  -  Thriller"
"Russia",2,"War","Russia  -  War"
"Russia",9,"Western","Russia  -  Western"
"Saudi Arabia",230,"Action","Saudi Arabia  -  Action"
"Saudi Arabia",99,"Adventure","Saudi Arabia  -  Adventure"
"Saudi Arabia",38,"Animation","Saudi Arabia  -  Animation"
"Saudi Arabia",15,"Biography","Saudi Arabia  -  Biography"
"Saudi Arabia",149,"Comedy","Saudi Arabia  -  Comedy"
"Saudi Arabia",159,"Crime","Saudi Arabia  -  Crime"
"Saudi Arabia",11,"Documentary","Saudi Arabia  -  Documentary"
"Saudi Arabia",336,"Drama","Saudi Arabia  -  Drama"
"Saudi Arabia",22,"Family","Saudi Arabia  -  Family"
"Saudi Arabia",48,"Fantasy","Saudi Arabia  -  Fantasy"
"Saudi Arabia",4,"Game Show","Saudi Arabia  -  Game Show"
"Saudi Arabia",2,"History","Saudi Arabia  -  History"
"Saudi Arabia",43,"Horror","Saudi Arabia  -  Horror"
"Saudi Arabia",2,"Musical","Saudi Arabia  -  Musical"
"Saudi Arabia",53,"Mystery","Saudi Arabia  -  Mystery"
"Saudi Arabia",7,"Reality TV","Saudi Arabia  -  Reality TV"
"Saudi Arabia",74,"Romance","Saudi Arabia  -  Romance"
"Saudi Arabia",28,"Sci Fi","Saudi Arabia  -  Sci Fi"
"Saudi Arabia",3,"Sport","Saudi Arabia  -  Sport"
"Saudi Arabia",90,"Thriller","Saudi Arabia  -  Thriller"
"Saudi Arabia",3,"War","Saudi Arabia  -  War"
"Saudi Arabia",11,"Western","Saudi Arabia  -  Western"
"Serbia",204,"Action","Serbia  -  Action"
"Serbia",114,"Adventure","Serbia  -  Adventure"
"Serbia",38,"Animation","Serbia  -  Animation"
"Serbia",14,"Biography","Serbia  -  Biography"
"Serbia",184,"Comedy","Serbia  -  Comedy"
"Serbia",148,"Crime","Serbia  -  Crime"
"Serbia",15,"Documentary","Serbia  -  Documentary"
"Serbia",322,"Drama","Serbia  -  Drama"
"Serbia",24,"Family","Serbia  -  Family"
"Serbia",44,"Fantasy","Serbia  -  Fantasy"
"Serbia",7,"Game Show","Serbia  -  Game Show"
"Serbia",4,"History","Serbia  -  History"
"Serbia",29,"Horror","Serbia  -  Horror"
"Serbia",4,"Music","Serbia  -  Music"
"Serbia",2,"Musical","Serbia  -  Musical"
"Serbia",44,"Mystery","Serbia  -  Mystery"
"Serbia",10,"Reality TV","Serbia  -  Reality TV"
"Serbia",98,"Romance","Serbia  -  Romance"
"Serbia",22,"Sci Fi","Serbia  -  Sci Fi"
"Serbia",8,"Sport","Serbia  -  Sport"
"Serbia",77,"Thriller","Serbia  -  Thriller"
"Serbia",3,"War","Serbia  -  War"
"Serbia",10,"Western","Serbia  -  Western"
"Singapore",213,"Action","Singapore  -  Action"
"Singapore",107,"Adventure","Singapore  -  Adventure"
"Singapore",25,"Animation","Singapore  -  Animation"
"Singapore",9,"Biography","Singapore  -  Biography"
"Singapore",157,"Comedy","Singapore  -  Comedy"
"Singapore",117,"Crime","Singapore  -  Crime"
"Singapore",14,"Documentary","Singapore  -  Documentary"
"Singapore",330,"Drama","Singapore  -  Drama"
"Singapore",13,"Family","Singapore  -  Family"
"Singapore",53,"Fantasy","Singapore  -  Fantasy"
"Singapore",6,"Game Show","Singapore  -  Game Show"
"Singapore",5,"History","Singapore  -  History"
"Singapore",38,"Horror","Singapore  -  Horror"
"Singapore",1,"Music","Singapore  -  Music"
"Singapore",1,"Musical","Singapore  -  Musical"
"Singapore",74,"Mystery","Singapore  -  Mystery"
"Singapore",17,"Reality TV","Singapore  -  Reality TV"
"Singapore",92,"Romance","Singapore  -  Romance"
"Singapore",51,"Sci Fi","Singapore  -  Sci Fi"
"Singapore",9,"Sport","Singapore  -  Sport"
"Singapore",90,"Thriller","Singapore  -  Thriller"
"Singapore",3,"War","Singapore  -  War"
"Singapore",3,"Western","Singapore  -  Western"
"Slovakia",184,"Action","Slovakia  -  Action"
"Slovakia",135,"Adventure","Slovakia  -  Adventure"
"Slovakia",72,"Animation","Slovakia  -  Animation"
"Slovakia",22,"Biography","Slovakia  -  Biography"
"Slovakia",194,"Comedy","Slovakia  -  Comedy"
"Slovakia",133,"Crime","Slovakia  -  Crime"
"Slovakia",33,"Documentary","Slovakia  -  Documentary"
"Slovakia",308,"Drama","Slovakia  -  Drama"
"Slovakia",33,"Family","Slovakia  -  Family"
"Slovakia",47,"Fantasy","Slovakia  -  Fantasy"
"Slovakia",12,"Game Show","Slovakia  -  Game Show"
"Slovakia",5,"History","Slovakia  -  History"
"Slovakia",35,"Horror","Slovakia  -  Horror"
"Slovakia",6,"Music","Slovakia  -  Music"
"Slovakia",1,"Musical","Slovakia  -  Musical"
"Slovakia",43,"Mystery","Slovakia  -  Mystery"
"Slovakia",16,"Reality TV","Slovakia  -  Reality TV"
"Slovakia",86,"Romance","Slovakia  -  Romance"
"Slovakia",10,"Sci Fi","Slovakia  -  Sci Fi"
"Slovakia",11,"Sport","Slovakia  -  Sport"
"Slovakia",53,"Thriller","Slovakia  -  Thriller"
"Slovakia",3,"War","Slovakia  -  War"
"Slovakia",11,"Western","Slovakia  -  Western"
"Slovenia",179,"Action","Slovenia  -  Action"
"Slovenia",115,"Adventure","Slovenia  -  Adventure"
"Slovenia",42,"Animation","Slovenia  -  Animation"
"Slovenia",15,"Biography","Slovenia  -  Biography"
"Slovenia",190,"Comedy","Slovenia  -  Comedy"
"Slovenia",110,"Crime","Slovenia  -  Crime"
"Slovenia",19,"Documentary","Slovenia  -  Documentary"
"Slovenia",279,"Drama","Slovenia  -  Drama"
"Slovenia",30,"Family","Slovenia  -  Family"
"Slovenia",48,"Fantasy","Slovenia  -  Fantasy"
"Slovenia",11,"Game Show","Slovenia  -  Game Show"
"Slovenia",4,"History","Slovenia  -  History"
"Slovenia",30,"Horror","Slovenia  -  Horror"
"Slovenia",4,"Music","Slovenia  -  Music"
"Slovenia",38,"Mystery","Slovenia  -  Mystery"
"Slovenia",15,"Reality TV","Slovenia  -  Reality TV"
"Slovenia",84,"Romance","Slovenia  -  Romance"
"Slovenia",28,"Sci Fi","Slovenia  -  Sci Fi"
"Slovenia",10,"Sport","Slovenia  -  Sport"
"Slovenia",54,"Thriller","Slovenia  -  Thriller"
"Slovenia",3,"War","Slovenia  -  War"
"Slovenia",12,"Western","Slovenia  -  Western"
"South Africa",175,"Action","South Africa  -  Action"
"South Africa",2,"Adult","South Africa  -  Adult"
"South Africa",100,"Adventure","South Africa  -  Adventure"
"South Africa",45,"Animation","South Africa  -  Animation"
"South Africa",11,"Biography","South Africa  -  Biography"
"South Africa",193,"Comedy","South Africa  -  Comedy"
"South Africa",110,"Crime","South Africa  -  Crime"
"South Africa",21,"Documentary","South Africa  -  Documentary"
"South Africa",329,"Drama","South Africa  -  Drama"
"South Africa",21,"Family","South Africa  -  Family"
"South Africa",44,"Fantasy","South Africa  -  Fantasy"
"South Africa",11,"Game Show","South Africa  -  Game Show"
"South Africa",3,"History","South Africa  -  History"
"South Africa",26,"Horror","South Africa  -  Horror"
"South Africa",3,"Music","South Africa  -  Music"
"South Africa",1,"Musical","South Africa  -  Musical"
"South Africa",60,"Mystery","South Africa  -  Mystery"
"South Africa",20,"Reality TV","South Africa  -  Reality TV"
"South Africa",93,"Romance","South Africa  -  Romance"
"South Africa",51,"Sci Fi","South Africa  -  Sci Fi"
"South Africa",8,"Sport","South Africa  -  Sport"
"South Africa",2,"Talk Show","South Africa  -  Talk Show"
"South Africa",62,"Thriller","South Africa  -  Thriller"
"South Africa",5,"War","South Africa  -  War"
"South Africa",8,"Western","South Africa  -  Western"
"South Korea",181,"Action","South Korea  -  Action"
"South Korea",76,"Adventure","South Korea  -  Adventure"
"South Korea",18,"Animation","South Korea  -  Animation"
"South Korea",5,"Biography","South Korea  -  Biography"
"South Korea",149,"Comedy","South Korea  -  Comedy"
"South Korea",89,"Crime","South Korea  -  Crime"
"South Korea",2,"Documentary","South Korea  -  Documentary"
"South Korea",320,"Drama","South Korea  -  Drama"
"South Korea",10,"Family","South Korea  -  Family"
"South Korea",59,"Fantasy","South Korea  -  Fantasy"
"South Korea",6,"History","South Korea  -  History"
"South Korea",49,"Horror","South Korea  -  Horror"
"South Korea",3,"Music","South Korea  -  Music"
"South Korea",41,"Mystery","South Korea  -  Mystery"
"South Korea",5,"Reality TV","South Korea  -  Reality TV"
"South Korea",111,"Romance","South Korea  -  Romance"
"South Korea",36,"Sci Fi","South Korea  -  Sci Fi"
"South Korea",8,"Sport","South Korea  -  Sport"
"South Korea",2,"Talk Show","South Korea  -  Talk Show"
"South Korea",95,"Thriller","South Korea  -  Thriller"
"South Korea",4,"War","South Korea  -  War"
"South Korea",4,"Western","South Korea  -  Western"
"Spain",170,"Action","Spain  -  Action"
"Spain",2,"Adult","Spain  -  Adult"
"Spain",105,"Adventure","Spain  -  Adventure"
"Spain",31,"Animation","Spain  -  Animation"
"Spain",7,"Biography","Spain  -  Biography"
"Spain",176,"Comedy","Spain  -  Comedy"
"Spain",130,"Crime","Spain  -  Crime"
"Spain",12,"Documentary","Spain  -  Documentary"
"Spain",322,"Drama","Spain  -  Drama"
"Spain",24,"Family","Spain  -  Family"
"Spain",43,"Fantasy","Spain  -  Fantasy"
"Spain",4,"Game Show","Spain  -  Game Show"
"Spain",4,"History","Spain  -  History"
"Spain",33,"Horror","Spain  -  Horror"
"Spain",21,"Music","Spain  -  Music"
"Spain",46,"Mystery","Spain  -  Mystery"
"Spain",10,"Reality TV","Spain  -  Reality TV"
"Spain",123,"Romance","Spain  -  Romance"
"Spain",25,"Sci Fi","Spain  -  Sci Fi"
"Spain",1,"Short","Spain  -  Short"
"Spain",8,"Sport","Spain  -  Sport"
"Spain",63,"Thriller","Spain  -  Thriller"
"Spain",3,"War","Spain  -  War"
"Spain",11,"Western","Spain  -  Western"
"Sri Lanka",185,"Action","Sri Lanka  -  Action"
"Sri Lanka",82,"Adventure","Sri Lanka  -  Adventure"
"Sri Lanka",20,"Animation","Sri Lanka  -  Animation"
"Sri Lanka",8,"Biography","Sri Lanka  -  Biography"
"Sri Lanka",173,"Comedy","Sri Lanka  -  Comedy"
"Sri Lanka",138,"Crime","Sri Lanka  -  Crime"
"Sri Lanka",11,"Documentary","Sri Lanka  -  Documentary"
"Sri Lanka",364,"Drama","Sri Lanka  -  Drama"
"Sri Lanka",24,"Family","Sri Lanka  -  Family"
"Sri Lanka",43,"Fantasy","Sri Lanka  -  Fantasy"
"Sri Lanka",7,"Game Show","Sri Lanka  -  Game Show"
"Sri Lanka",1,"History","Sri Lanka  -  History"
"Sri Lanka",26,"Horror","Sri Lanka  -  Horror"
"Sri Lanka",76,"Mystery","Sri Lanka  -  Mystery"
"Sri Lanka",6,"Reality TV","Sri Lanka  -  Reality TV"
"Sri Lanka",112,"Romance","Sri Lanka  -  Romance"
"Sri Lanka",41,"Sci Fi","Sri Lanka  -  Sci Fi"
"Sri Lanka",4,"Sport","Sri Lanka  -  Sport"
"Sri Lanka",68,"Thriller","Sri Lanka  -  Thriller"
"Sri Lanka",4,"War","Sri Lanka  -  War"
"Sri Lanka",3,"Western","Sri Lanka  -  Western"
"Sweden",184,"Action","Sweden  -  Action"
"Sweden",1,"Adult","Sweden  -  Adult"
"Sweden",130,"Adventure","Sweden  -  Adventure"
"Sweden",58,"Animation","Sweden  -  Animation"
"Sweden",17,"Biography","Sweden  -  Biography"
"Sweden",168,"Comedy","Sweden  -  Comedy"
"Sweden",143,"Crime","Sweden  -  Crime"
"Sweden",20,"Documentary","Sweden  -  Documentary"
"Sweden",339,"Drama","Sweden  -  Drama"
"Sweden",24,"Family","Sweden  -  Family"
"Sweden",57,"Fantasy","Sweden  -  Fantasy"
"Sweden",6,"Game Show","Sweden  -  Game Show"
"Sweden",7,"History","Sweden  -  History"
"Sweden",27,"Horror","Sweden  -  Horror"
"Sweden",6,"Music","Sweden  -  Music"
"Sweden",53,"Mystery","Sweden  -  Mystery"
"Sweden",14,"Reality TV","Sweden  -  Reality TV"
"Sweden",81,"Romance","Sweden  -  Romance"
"Sweden",29,"Sci Fi","Sweden  -  Sci Fi"
"Sweden",9,"Sport","Sweden  -  Sport"
"Sweden",1,"Talk Show","Sweden  -  Talk Show"
"Sweden",60,"Thriller","Sweden  -  Thriller"
"Sweden",10,"War","Sweden  -  War"
"Sweden",10,"Western","Sweden  -  Western"
"Switzerland",186,"Action","Switzerland  -  Action"
"Switzerland",3,"Adult","Switzerland  -  Adult"
"Switzerland",130,"Adventure","Switzerland  -  Adventure"
"Switzerland",34,"Animation","Switzerland  -  Animation"
"Switzerland",13,"Biography","Switzerland  -  Biography"
"Switzerland",186,"Comedy","Switzerland  -  Comedy"
"Switzerland",164,"Crime","Switzerland  -  Crime"
"Switzerland",19,"Documentary","Switzerland  -  Documentary"
"Switzerland",329,"Drama","Switzerland  -  Drama"
"Switzerland",44,"Family","Switzerland  -  Family"
"Switzerland",65,"Fantasy","Switzerland  -  Fantasy"
"Switzerland",6,"Game Show","Switzerland  -  Game Show"
"Switzerland",3,"History","Switzerland  -  History"
"Switzerland",31,"Horror","Switzerland  -  Horror"
"Switzerland",7,"Music","Switzerland  -  Music"
"Switzerland",1,"Musical","Switzerland  -  Musical"
"Switzerland",54,"Mystery","Switzerland  -  Mystery"
"Switzerland",10,"Reality TV","Switzerland  -  Reality TV"
"Switzerland",90,"Romance","Switzerland  -  Romance"
"Switzerland",35,"Sci Fi","Switzerland  -  Sci Fi"
"Switzerland",12,"Sport","Switzerland  -  Sport"
"Switzerland",66,"Thriller","Switzerland  -  Thriller"
"Switzerland",4,"War","Switzerland  -  War"
"Switzerland",13,"Western","Switzerland  -  Western"
"Taiwan",197,"Action","Taiwan  -  Action"
"Taiwan",97,"Adventure","Taiwan  -  Adventure"
"Taiwan",29,"Animation","Taiwan  -  Animation"
"Taiwan",16,"Biography","Taiwan  -  Biography"
"Taiwan",158,"Comedy","Taiwan  -  Comedy"
"Taiwan",107,"Crime","Taiwan  -  Crime"
"Taiwan",13,"Documentary","Taiwan  -  Documentary"
"Taiwan",368,"Drama","Taiwan  -  Drama"
"Taiwan",13,"Family","Taiwan  -  Family"
"Taiwan",62,"Fantasy","Taiwan  -  Fantasy"
"Taiwan",1,"Game Show","Taiwan  -  Game Show"
"Taiwan",6,"History","Taiwan  -  History"
"Taiwan",32,"Horror","Taiwan  -  Horror"
"Taiwan",3,"Music","Taiwan  -  Music"
"Taiwan",81,"Mystery","Taiwan  -  Mystery"
"Taiwan",1,"Reality TV","Taiwan  -  Reality TV"
"Taiwan",152,"Romance","Taiwan  -  Romance"
"Taiwan",40,"Sci Fi","Taiwan  -  Sci Fi"
"Taiwan",11,"Sport","Taiwan  -  Sport"
"Taiwan",67,"Thriller","Taiwan  -  Thriller"
"Taiwan",4,"War","Taiwan  -  War"
"Taiwan",3,"Western","Taiwan  -  Western"
"Thailand",211,"Action","Thailand  -  Action"
"Thailand",155,"Adventure","Thailand  -  Adventure"
"Thailand",47,"Animation","Thailand  -  Animation"
"Thailand",7,"Biography","Thailand  -  Biography"
"Thailand",201,"Comedy","Thailand  -  Comedy"
"Thailand",109,"Crime","Thailand  -  Crime"
"Thailand",6,"Documentary","Thailand  -  Documentary"
"Thailand",277,"Drama","Thailand  -  Drama"
"Thailand",18,"Family","Thailand  -  Family"
"Thailand",68,"Fantasy","Thailand  -  Fantasy"
"Thailand",15,"History","Thailand  -  History"
"Thailand",44,"Horror","Thailand  -  Horror"
"Thailand",1,"Music","Thailand  -  Music"
"Thailand",1,"Musical","Thailand  -  Musical"
"Thailand",58,"Mystery","Thailand  -  Mystery"
"Thailand",133,"Romance","Thailand  -  Romance"
"Thailand",47,"Sci Fi","Thailand  -  Sci Fi"
"Thailand",4,"Sport","Thailand  -  Sport"
"Thailand",81,"Thriller","Thailand  -  Thriller"
"Thailand",5,"War","Thailand  -  War"
"Thailand",3,"Western","Thailand  -  Western"
"Trinidad and Tobago",191,"Action","Trinidad and Tobago  -  Action"
"Trinidad and Tobago",114,"Adventure","Trinidad and Tobago  -  Adventure"
"Trinidad and Tobago",58,"Animation","Trinidad and Tobago  -  Animation"
"Trinidad and Tobago",7,"Biography","Trinidad and Tobago  -  Biography"
"Trinidad and Tobago",173,"Comedy","Trinidad and Tobago  -  Comedy"
"Trinidad and Tobago",149,"Crime","Trinidad and Tobago  -  Crime"
"Trinidad and Tobago",8,"Documentary","Trinidad and Tobago  -  Documentary"
"Trinidad and Tobago",304,"Drama","Trinidad and Tobago  -  Drama"
"Trinidad and Tobago",24,"Family","Trinidad and Tobago  -  Family"
"Trinidad and Tobago",49,"Fantasy","Trinidad and Tobago  -  Fantasy"
"Trinidad and Tobago",8,"Game Show","Trinidad and Tobago  -  Game Show"
"Trinidad and Tobago",28,"Horror","Trinidad and Tobago  -  Horror"
"Trinidad and Tobago",5,"Music","Trinidad and Tobago  -  Music"
"Trinidad and Tobago",1,"Musical","Trinidad and Tobago  -  Musical"
"Trinidad and Tobago",42,"Mystery","Trinidad and Tobago  -  Mystery"
"Trinidad and Tobago",10,"Reality TV","Trinidad and Tobago  -  Reality TV"
"Trinidad and Tobago",82,"Romance","Trinidad and Tobago  -  Romance"
"Trinidad and Tobago",23,"Sci Fi","Trinidad and Tobago  -  Sci Fi"
"Trinidad and Tobago",3,"Sport","Trinidad and Tobago  -  Sport"
"Trinidad and Tobago",1,"Talk Show","Trinidad and Tobago  -  Talk Show"
"Trinidad and Tobago",99,"Thriller","Trinidad and Tobago  -  Thriller"
"Trinidad and Tobago",4,"War","Trinidad and Tobago  -  War"
"Trinidad and Tobago",8,"Western","Trinidad and Tobago  -  Western"
"Turkey",207,"Action","Turkey  -  Action"
"Turkey",110,"Adventure","Turkey  -  Adventure"
"Turkey",26,"Animation","Turkey  -  Animation"
"Turkey",15,"Biography","Turkey  -  Biography"
"Turkey",152,"Comedy","Turkey  -  Comedy"
"Turkey",145,"Crime","Turkey  -  Crime"
"Turkey",13,"Documentary","Turkey  -  Documentary"
"Turkey",366,"Drama","Turkey  -  Drama"
"Turkey",26,"Family","Turkey  -  Family"
"Turkey",79,"Fantasy","Turkey  -  Fantasy"
"Turkey",3,"Game Show","Turkey  -  Game Show"
"Turkey",7,"History","Turkey  -  History"
"Turkey",43,"Horror","Turkey  -  Horror"
"Turkey",1,"Music","Turkey  -  Music"
"Turkey",4,"Musical","Turkey  -  Musical"
"Turkey",62,"Mystery","Turkey  -  Mystery"
"Turkey",5,"Reality TV","Turkey  -  Reality TV"
"Turkey",107,"Romance","Turkey  -  Romance"
"Turkey",36,"Sci Fi","Turkey  -  Sci Fi"
"Turkey",4,"Sport","Turkey  -  Sport"
"Turkey",83,"Thriller","Turkey  -  Thriller"
"Turkey",4,"War","Turkey  -  War"
"Turkey",8,"Western","Turkey  -  Western"
"Ukraine",220,"Action","Ukraine  -  Action"
"Ukraine",141,"Adventure","Ukraine  -  Adventure"
"Ukraine",67,"Animation","Ukraine  -  Animation"
"Ukraine",18,"Biography","Ukraine  -  Biography"
"Ukraine",195,"Comedy","Ukraine  -  Comedy"
"Ukraine",165,"Crime","Ukraine  -  Crime"
"Ukraine",15,"Documentary","Ukraine  -  Documentary"
"Ukraine",334,"Drama","Ukraine  -  Drama"
"Ukraine",34,"Family","Ukraine  -  Family"
"Ukraine",44,"Fantasy","Ukraine  -  Fantasy"
"Ukraine",3,"Game Show","Ukraine  -  Game Show"
"Ukraine",7,"History","Ukraine  -  History"
"Ukraine",35,"Horror","Ukraine  -  Horror"
"Ukraine",3,"Music","Ukraine  -  Music"
"Ukraine",43,"Mystery","Ukraine  -  Mystery"
"Ukraine",2,"Reality TV","Ukraine  -  Reality TV"
"Ukraine",79,"Romance","Ukraine  -  Romance"
"Ukraine",24,"Sci Fi","Ukraine  -  Sci Fi"
"Ukraine",6,"Sport","Ukraine  -  Sport"
"Ukraine",69,"Thriller","Ukraine  -  Thriller"
"Ukraine",2,"War","Ukraine  -  War"
"Ukraine",13,"Western","Ukraine  -  Western"
"United Arab Emirates",202,"Action","United Arab Emirates  -  Action"
"United Arab Emirates",124,"Adventure","United Arab Emirates  -  Adventure"
"United Arab Emirates",35,"Animation","United Arab Emirates  -  Animation"
"United Arab Emirates",21,"Biography","United Arab Emirates  -  Biography"
"United Arab Emirates",168,"Comedy","United Arab Emirates  -  Comedy"
"United Arab Emirates",134,"Crime","United Arab Emirates  -  Crime"
"United Arab Emirates",14,"Documentary","United Arab Emirates  -  Documentary"
"United Arab Emirates",343,"Drama","United Arab Emirates  -  Drama"
"United Arab Emirates",18,"Family","United Arab Emirates  -  Family"
"United Arab Emirates",59,"Fantasy","United Arab Emirates  -  Fantasy"
"United Arab Emirates",11,"Game Show","United Arab Emirates  -  Game Show"
"United Arab Emirates",5,"History","United Arab Emirates  -  History"
"United Arab Emirates",31,"Horror","United Arab Emirates  -  Horror"
"United Arab Emirates",1,"Music","United Arab Emirates  -  Music"
"United Arab Emirates",1,"Musical","United Arab Emirates  -  Musical"
"United Arab Emirates",46,"Mystery","United Arab Emirates  -  Mystery"
"United Arab Emirates",16,"Reality TV","United Arab Emirates  -  Reality TV"
"United Arab Emirates",106,"Romance","United Arab Emirates  -  Romance"
"United Arab Emirates",25,"Sci Fi","United Arab Emirates  -  Sci Fi"
"United Arab Emirates",5,"Sport","United Arab Emirates  -  Sport"
"United Arab Emirates",75,"Thriller","United Arab Emirates  -  Thriller"
"United Arab Emirates",3,"War","United Arab Emirates  -  War"
"United Arab Emirates",5,"Western","United Arab Emirates  -  Western"
"United Kingdom",169,"Action","United Kingdom  -  Action"
"United Kingdom",2,"Adult","United Kingdom  -  Adult"
"United Kingdom",144,"Adventure","United Kingdom  -  Adventure"
"United Kingdom",59,"Animation","United Kingdom  -  Animation"
"United Kingdom",18,"Biography","United Kingdom  -  Biography"
"United Kingdom",216,"Comedy","United Kingdom  -  Comedy"
"United Kingdom",108,"Crime","United Kingdom  -  Crime"
"United Kingdom",28,"Documentary","United Kingdom  -  Documentary"
"United Kingdom",285,"Drama","United Kingdom  -  Drama"
"United Kingdom",31,"Family","United Kingdom  -  Family"
"United Kingdom",48,"Fantasy","United Kingdom  -  Fantasy"
"United Kingdom",6,"Game Show","United Kingdom  -  Game Show"
"United Kingdom",3,"History","United Kingdom  -  History"
"United Kingdom",34,"Horror","United Kingdom  -  Horror"
"United Kingdom",3,"Music","United Kingdom  -  Music"
"United Kingdom",2,"Musical","United Kingdom  -  Musical"
"United Kingdom",40,"Mystery","United Kingdom  -  Mystery"
"United Kingdom",16,"Reality TV","United Kingdom  -  Reality TV"
"United Kingdom",78,"Romance","United Kingdom  -  Romance"
"United Kingdom",35,"Sci Fi","United Kingdom  -  Sci Fi"
"United Kingdom",9,"Sport","United Kingdom  -  Sport"
"United Kingdom",2,"Talk Show","United Kingdom  -  Talk Show"
"United Kingdom",62,"Thriller","United Kingdom  -  Thriller"
"United Kingdom",6,"War","United Kingdom  -  War"
"United Kingdom",11,"Western","United Kingdom  -  Western"
"United States",149,"Action","United States  -  Action"
"United States",113,"Adventure","United States  -  Adventure"
"United States",51,"Animation","United States  -  Animation"
"United States",9,"Biography","United States  -  Biography"
"United States",166,"Comedy","United States  -  Comedy"
"United States",105,"Crime","United States  -  Crime"
"United States",22,"Documentary","United States  -  Documentary"
"United States",281,"Drama","United States  -  Drama"
"United States",35,"Family","United States  -  Family"
"United States",39,"Fantasy","United States  -  Fantasy"
"United States",7,"Game Show","United States  -  Game Show"
"United States",1,"History","United States  -  History"
"United States",35,"Horror","United States  -  Horror"
"United States",11,"Music","United States  -  Music"
"United States",55,"Mystery","United States  -  Mystery"
"United States",18,"Reality TV","United States  -  Reality TV"
"United States",62,"Romance","United States  -  Romance"
"United States",30,"Sci Fi","United States  -  Sci Fi"
"United States",24,"Sport","United States  -  Sport"
"United States",2,"Talk Show","United States  -  Talk Show"
"United States",57,"Thriller","United States  -  Thriller"
"United States",6,"War","United States  -  War"
"United States",8,"Western","United States  -  Western"
"Uruguay",131,"Action","Uruguay  -  Action"
"Uruguay",105,"Adventure","Uruguay  -  Adventure"
"Uruguay",49,"Animation","Uruguay  -  Animation"
"Uruguay",15,"Biography","Uruguay  -  Biography"
"Uruguay",171,"Comedy","Uruguay  -  Comedy"
"Uruguay",153,"Crime","Uruguay  -  Crime"
"Uruguay",14,"Documentary","Uruguay  -  Documentary"
"Uruguay",368,"Drama","Uruguay  -  Drama"
"Uruguay",15,"Family","Uruguay  -  Family"
"Uruguay",33,"Fantasy","Uruguay  -  Fantasy"
"Uruguay",1,"Game Show","Uruguay  -  Game Show"
"Uruguay",6,"History","Uruguay  -  History"
"Uruguay",34,"Horror","Uruguay  -  Horror"
"Uruguay",35,"Music","Uruguay  -  Music"
"Uruguay",2,"Musical","Uruguay  -  Musical"
"Uruguay",55,"Mystery","Uruguay  -  Mystery"
"Uruguay",3,"Reality TV","Uruguay  -  Reality TV"
"Uruguay",87,"Romance","Uruguay  -  Romance"
"Uruguay",12,"Sci Fi","Uruguay  -  Sci Fi"
"Uruguay",6,"Sport","Uruguay  -  Sport"
"Uruguay",90,"Thriller","Uruguay  -  Thriller"
"Uruguay",3,"War","Uruguay  -  War"
"Uruguay",6,"Western","Uruguay  -  Western"
"Venezuela",131,"Action","Venezuela  -  Action"
